Unnamed: 0,county,gallons_from_great_lakes,gallons_from_groundwater,gallons_from_inland_surface,total_gallons_all_sources,industry,year
5602,Keweenaw,0,0,0,0,Industrial-Manufacturing,2017
5603,Lake,0,0,0,0,Industrial-Manufacturing,2017
5604,Lapeer,0,472218,0,472218,Industrial-Manufacturing,2017
5605,Leelanau,0,344575053,14811750,359386803,Industrial-Manufacturing,2017
5606,Lenawee,0,158345332,4538400,162883732,Industrial-Manufacturing,2017
5607,Livingston,0,307665275,1192819500,1500484775,Industrial-Manufacturing,2017
5608,Luce,0,18002770,0,18002770,Industrial-Manufacturing,2017
5609,Mackinac,3070130000,6710400,0,3076840400,Industrial-Manufacturing,2017
5610,Macomb,0,16291586,0,16291586,Industrial-Manufacturing,2017
5611,Manistee,836953718,212537800,9717403258,10766894776,Industrial-Manufacturing,2017
5612,Marquette,0,128268166,1349196246,1477464412,Industrial-Manufacturing,2017
5613,Mason,0,253083738,6190324177,6443407915,Industrial-Manufacturing,2017
5614,Mecosta,0,295797551,0,295797551,Industrial-Manufacturing,2017
5615,Menominee,0,0,426160000,426160000,Industrial-Manufacturing,2017
5616,Midland,0,0,1232439000,1232439000,Industrial-Manufacturing,2017
5617,Missaukee,0,39094840,0,39094840,Industrial-Manufacturing,2017
5618,Monroe,0,9481089640,0,9481089640,Industrial-Manufacturing,2017
5619,Montcalm,0,6198836,3438040000,3444238836,Industrial-Manufacturing,2017
5620,Montmorency,0,0,0,0,Industrial-Manufacturing,2017
5621,Muskegon,0,724176358,1422854041,2147030399,Industrial-Manufacturing,2017
5622,Newaygo,0,8263500,0,8263500,Industrial-Manufacturing,2017
5623,Oakland,0,907653077,3837487218,4745140295,Industrial-Manufacturing,2017
5624,Oceana,0,456909802,0,456909802,Industrial-Manufacturing,2017
5625,Ogemaw,0,0,216000000,216000000,Industrial-Manufacturing,2017
5626,Ontonagon,0,0,0,0,Industrial-Manufacturing,2017
5627,Osceola,0,288368580,0,288368580,Industrial-Manufacturing,2017
5628,Oscoda,0,0,0,0,Industrial-Manufacturing,2017
5629,Otsego,0,1219186,0,1219186,Industrial-Manufacturing,2017
5630,Ottawa,0,146990818,316426630,463417448,Industrial-Manufacturing,2017
5631,Presque Isle,2140089898,8375014984,9281727825,19796832707,Industrial-Manufacturing,2017
5632,Roscommon,0,0,0,0,Industrial-Manufacturing,2017
5633,Saginaw,0,0,0,0,Industrial-Manufacturing,2017
5634,Saint Clair,4641051062,0,0,4641051062,Industrial-Manufacturing,2017
5635,Saint Joseph,0,436828038,70360908,507188946,Industrial-Manufacturing,2017
5636,Sanilac,0,35749731,48480000,84229731,Industrial-Manufacturing,2017
5637,Schoolcraft,1558746000,36275779142,1110440000,38944965142,Industrial-Manufacturing,2017
5638,Shiawassee,0,878367,339724800,340603167,Industrial-Manufacturing,2017
5639,Tuscola,0,22687474,89746500,112433974,Industrial-Manufacturing,2017
5640,Van Buren,0,493288795,0,493288795,Industrial-Manufacturing,2017
5641,Washtenaw,0,158268525,281635040,439903565,Industrial-Manufacturing,2017
5642,Wayne,86650649796,565433852,92300846480,179516930128,Industrial-Manufacturing,2017
5643,Wexford,0,0,0,0,Industrial-Manufacturing,2017
5644,Alcona,0,40283753,5489000,45772753,Irrigation,2017
5645,Alger,0,8000000,0,8000000,Irrigation,2017
5646,Allegan,0,3242493447,3031385124,6273878571,Irrigation,2017
5647,Alpena,0,9485000,139651200,149136200,Irrigation,2017
5648,Antrim,0,2031041104,23891119,2054932223,Irrigation,2017
5649,Arenac,0,37709359,99183431,136892790,Irrigation,2017
5650,Baraga,0,0,0,0,Irrigation,2017
5651,Barry,0,1189063527,638236246,1827299773,Irrigation,2017
5652,Bay,0,88750070,718588903,807338973,Irrigation,2017
5653,Benzie,0,324390921,0,324390921,Irrigation,2017
5654,Berrien,1680000,3210116310,838745526,4050541836,Irrigation,2017
5655,Branch,0,7927127505,4074418841,12001546346,Irrigation,2017
5656,Calhoun,0,3002547283,1256713078,4259260361,Irrigation,2017
5657,Cass,0,12470517540,749175393,13219692933,Irrigation,2017
5658,Charlevoix,0,46418000,37624500,84042500,Irrigation,2017
5659,Cheboygan,0,43923230,25592938,69516168,Irrigation,2017
5660,Chippewa,12000000,28639616,0,40639616,Irrigation,2017
5661,Clare,0,113639346,0,113639346,Irrigation,2017
5662,Clinton,0,325888400,676418844,1002307244,Irrigation,2017
5663,Crawford,0,23324000,129150000,152474000,Irrigation,2017
5664,Delta,2300000,0,23040715,25340715,Irrigation,2017
5665,Dickinson,0,1368000,13286260,14654260,Irrigation,2017
5666,Eaton,0,91253402,80925001,172178403,Irrigation,2017
5667,Emmet,54500000,189503865,2950000,246953865,Irrigation,2017
5668,Genesee,0,113381603,159683682,273065285,Irrigation,2017
5669,Gladwin,0,4800000,1458000,6258000,Irrigation,2017
5670,Gogebic,0,0,0,0,Irrigation,2017
5671,Grand Traverse,0,595708577,44978779,640687356,Irrigation,2017
5672,Gratiot,0,3347780659,239681591,3587462250,Irrigation,2017
5673,Hillsdale,0,2454950757,500583559,2955534316,Irrigation,2017
5674,Houghton,0,923269,6260000,7183269,Irrigation,2017
5675,Huron,7136000,55512823,333479208,396128031,Irrigation,2017
5676,Ingham,0,182947705,87403434,270351139,Irrigation,2017
5677,Ionia,0,882925364,365775537,1248700901,Irrigation,2017
5678,Iosco,0,106275000,6000000,112275000,Irrigation,2017
5679,Iron,0,14467500,14195750,28663250,Irrigation,2017
5680,Isabella,0,2132032476,470050550,2602083026,Irrigation,2017
5681,Jackson,0,1875976556,386189525,2262166081,Irrigation,2017
5682,Kalamazoo,0,7903453898,2235654267,10139108165,Irrigation,2017
5683,Kalkaska,0,1083665588,220307026,1303972614,Irrigation,2017
5684,Kent,0,2151400626,1051969341,3203369967,Irrigation,2017
5685,Keweenaw,1661297,415324,0,2076621,Irrigation,2017
5686,Lake,0,20000000,0,20000000,Irrigation,2017
5687,Lapeer,0,71388981,95251948,166640929,Irrigation,2017
5688,Leelanau,4903903,523381355,25391043,553676301,Irrigation,2017
5689,Lenawee,0,251965231,847865228,1099830459,Irrigation,2017
5690,Livingston,0,329618809,287772384,617391193,Irrigation,2017
5691,Luce,0,393426486,0,393426486,Irrigation,2017
5692,Mackinac,11085000,65000000,7195000,83280000,Irrigation,2017
5693,Macomb,12200000,73658589,748480960,834339549,Irrigation,2017
5694,Manistee,0,557036351,79278000,636314351,Irrigation,2017
5695,Marquette,0,5033000,53300243,58333243,Irrigation,2017
5696,Mason,0,826576381,168490789,995067170,Irrigation,2017
5697,Mecosta,0,4252719964,414850222,4667570186,Irrigation,2017
5698,Menominee,3500000,0,150000,3650000,Irrigation,2017
5699,Midland,0,137517787,66800767,204318554,Irrigation,2017
5700,Missaukee,0,1472352082,395798668,1868150750,Irrigation,2017
5701,Monroe,0,690559965,619914992,1310474957,Irrigation,2017
5702,Montcalm,0,18001493466,1977875266,19979368732,Irrigation,2017
5703,Montmorency,0,23235000,0,23235000,Irrigation,2017
5704,Muskegon,0,778546707,455570057,1234116764,Irrigation,2017
5705,Newaygo,0,2135416940,339804542,2475221482,Irrigation,2017
5706,Oakland,0,889960637,705984430,1595945067,Irrigation,2017
5707,Oceana,0,1514195583,194406421,1708602004,Irrigation,2017
5708,Ogemaw,0,44653390,32575398,77228788,Irrigation,2017
5709,Ontonagon,0,0,0,0,Irrigation,2017
5710,Osceola,0,162420090,18030000,180450090,Irrigation,2017
5711,Oscoda,0,34110100,70400000,104510100,Irrigation,2017
5712,Otsego,0,230501265,0,230501265,Irrigation,2017
5713,Ottawa,0,3007324029,1523261098,4530585127,Irrigation,2017
5714,Presque Isle,0,67194000,27480000,94674000,Irrigation,2017
5715,Roscommon,0,37106981,12201704,49308685,Irrigation,2017
5716,Saginaw,0,618880431,82931512,701811943,Irrigation,2017
5717,Saint Clair,23961675,74515200,58362033,156838908,Irrigation,2017
5718,Saint Joseph,0,22445442739,6011713541,28457156280,Irrigation,2017
5719,Sanilac,0,368048528,23603120,391651648,Irrigation,2017
5720,Schoolcraft,0,0,19070000,19070000,Irrigation,2017
5721,Shiawassee,0,52840000,27415500,80255500,Irrigation,2017
5722,Tuscola,0,474645470,1482356935,1957002405,Irrigation,2017
5723,Van Buren,0,7273155981,748062258,8021218239,Irrigation,2017
5724,Washtenaw,0,925724649,393217763,1318942412,Irrigation,2017
5725,Wayne,56283758,266884179,316567025,639734962,Irrigation,2017
5726,Wexford,0,928564680,0,928564680,Irrigation,2017
5727,Alcona,0,3110400,259200000,262310400,Livestock,2017
5728,Alger,0,0,0,0,Livestock,2017
5729,Allegan,0,119298434,2988024,122286458,Livestock,2017
5730,Alpena,0,0,0,0,Livestock,2017
5731,Antrim,0,229500,0,229500,Livestock,2017
5732,Arenac,0,0,0,0,Livestock,2017
5733,Baraga,0,0,0,0,Livestock,2017
5734,Barry,0,158757761,0,158757761,Livestock,2017
5735,Bay,0,0,0,0,Livestock,2017
5736,Benzie,0,240142229,2719472030,2959614259,Livestock,2017
5737,Berrien,0,0,0,0,Livestock,2017
5738,Branch,0,19852000,0,19852000,Livestock,2017
5739,Calhoun,0,796000,0,796000,Livestock,2017
5740,Cass,0,39374744,0,39374744,Livestock,2017
5741,Charlevoix,0,0,0,0,Livestock,2017
5742,Cheboygan,0,0,0,0,Livestock,2017
5743,Chippewa,0,10655000,0,10655000,Livestock,2017
5744,Clare,0,2088000,0,2088000,Livestock,2017
5745,Clinton,0,336852600,0,336852600,Livestock,2017
5746,Crawford,0,0,0,0,Livestock,2017
5747,Delta,0,0,0,0,Livestock,2017
5748,Dickinson,0,0,0,0,Livestock,2017
5749,Eaton,0,0,0,0,Livestock,2017
5750,Emmet,0,0,0,0,Livestock,2017
5751,Genesee,0,0,0,0,Livestock,2017
5752,Gladwin,0,0,0,0,Livestock,2017
5753,Gogebic,0,0,0,0,Livestock,2017
5754,Grand Traverse,0,0,0,0,Livestock,2017
5755,Gratiot,0,340501810,0,340501810,Livestock,2017
5756,Hillsdale,0,81265300,0,81265300,Livestock,2017
5757,Houghton,0,0,0,0,Livestock,2017
5758,Huron,0,138816968,0,138816968,Livestock,2017
5759,Ingham,0,115500,0,115500,Livestock,2017
5760,Ionia,0,162969778,0,162969778,Livestock,2017
5761,Iosco,0,427000,0,427000,Livestock,2017
5762,Iron,0,0,0,0,Livestock,2017
5763,Isabella,0,85074840,0,85074840,Livestock,2017
5764,Jackson,0,1287466000,0,1287466000,Livestock,2017
5765,Kalamazoo,0,60215234,0,60215234,Livestock,2017
5766,Kalkaska,0,0,0,0,Livestock,2017
5767,Kent,0,34620000,0,34620000,Livestock,2017
5768,Keweenaw,0,0,0,0,Livestock,2017
5769,Lake,0,0,0,0,Livestock,2017
5770,Lapeer,0,8640000,12960000,21600000,Livestock,2017
5771,Leelanau,0,272000,0,272000,Livestock,2017
5772,Lenawee,0,166227000,0,166227000,Livestock,2017
5773,Livingston,0,0,0,0,Livestock,2017
5774,Luce,0,0,0,0,Livestock,2017
5775,Mackinac,0,0,0,0,Livestock,2017
5776,Macomb,0,178950,0,178950,Livestock,2017
5777,Manistee,0,0,0,0,Livestock,2017
5778,Marquette,0,382572000,4140000000,4522572000,Livestock,2017
5779,Mason,0,38781906,0,38781906,Livestock,2017
5780,Mecosta,0,35794651,0,35794651,Livestock,2017
5781,Menominee,0,8380400,0,8380400,Livestock,2017
5782,Midland,0,47277500,0,47277500,Livestock,2017
5783,Missaukee,0,129273388,0,129273388,Livestock,2017
5784,Monroe,0,0,0,0,Livestock,2017
5785,Montcalm,0,23676086,0,23676086,Livestock,2017
5786,Montmorency,0,800000,0,800000,Livestock,2017
5787,Muskegon,0,241715380,0,241715380,Livestock,2017
5788,Newaygo,0,294340443,94176000,388516443,Livestock,2017
5789,Oakland,0,0,0,0,Livestock,2017
5790,Oceana,0,19499613,0,19499613,Livestock,2017
5791,Ogemaw,0,6486699,0,6486699,Livestock,2017
5792,Ontonagon,0,0,0,0,Livestock,2017
5793,Osceola,0,1775000,0,1775000,Livestock,2017
5794,Oscoda,0,0,0,0,Livestock,2017
5795,Otsego,0,0,0,0,Livestock,2017
5796,Ottawa,0,86304871,0,86304871,Livestock,2017
5797,Presque Isle,0,0,0,0,Livestock,2017
5798,Roscommon,0,180000,0,180000,Livestock,2017
5799,Saginaw,0,2448000,0,2448000,Livestock,2017
5800,Saint Clair,0,0,0,0,Livestock,2017
5801,Saint Joseph,0,0,0,0,Livestock,2017
5802,Sanilac,0,64800000,0,64800000,Livestock,2017
5803,Schoolcraft,0,551527200,735705000,1287232200,Livestock,2017
5804,Shiawassee,0,66886000,0,66886000,Livestock,2017
5805,Tuscola,0,8639720,0,8639720,Livestock,2017
5806,Van Buren,0,1958590430,0,1958590430,Livestock,2017
5807,Washtenaw,0,101088000,0,101088000,Livestock,2017
5808,Wayne,0,0,0,0,Livestock,2017
5809,Wexford,0,1026633120,0,1026633120,Livestock,2017
5810,Alcona,0,0,0,0,Other,2017
5811,Alger,0,0,0,0,Other,2017
5812,Allegan,0,534778098,129042000,663820098,Other,2017
5813,Alpena,0,0,0,0,Other,2017
5814,Antrim,0,7512789,0,7512789,Other,2017
5815,Arenac,0,0,0,0,Other,2017
5816,Baraga,0,0,0,0,Other,2017
5817,Barry,0,901360,0,901360,Other,2017
5818,Bay,0,0,0,0,Other,2017
5819,Benzie,0,6702400,0,6702400,Other,2017
5820,Berrien,0,26610790,0,26610790,Other,2017
5821,Branch,0,27750,0,27750,Other,2017
5822,Calhoun,0,326603000,0,326603000,Other,2017
5823,Cass,0,232470430,0,232470430,Other,2017
5824,Charlevoix,0,0,0,0,Other,2017
5825,Cheboygan,0,0,0,0,Other,2017
5826,Chippewa,0,0,0,0,Other,2017
5827,Clare,0,0,0,0,Other,2017
5828,Clinton,0,0,0,0,Other,2017
5829,Crawford,0,0,0,0,Other,2017
5830,Delta,0,0,0,0,Other,2017
5831,Dickinson,0,0,0,0,Other,2017
5832,Eaton,0,0,0,0,Other,2017
5833,Emmet,0,240835545,107950000,348785545,Other,2017
5834,Genesee,0,0,0,0,Other,2017
5835,Gladwin,0,0,0,0,Other,2017
5836,Gogebic,0,0,0,0,Other,2017
5837,Grand Traverse,0,42780723,0,42780723,Other,2017
5838,Gratiot,0,0,0,0,Other,2017
5839,Hillsdale,0,5493000,0,5493000,Other,2017
5840,Houghton,0,0,0,0,Other,2017
5841,Huron,0,134000,0,134000,Other,2017
5842,Ingham,0,312995103,0,312995103,Other,2017
5843,Ionia,0,6550,0,6550,Other,2017
5844,Iosco,0,0,0,0,Other,2017
5845,Iron,0,0,0,0,Other,2017
5846,Isabella,0,300000,0,300000,Other,2017
5847,Jackson,0,27425,0,27425,Other,2017
5848,Kalamazoo,0,34292437,0,34292437,Other,2017
5849,Kalkaska,0,41336000,0,41336000,Other,2017
5850,Kent,0,117208093,0,117208093,Other,2017
5851,Keweenaw,0,0,0,0,Other,2017
5852,Lake,0,0,0,0,Other,2017
5853,Lapeer,0,0,0,0,Other,2017
5854,Leelanau,0,43892486,0,43892486,Other,2017
5855,Lenawee,0,2354900,0,2354900,Other,2017
5856,Livingston,0,0,0,0,Other,2017
5857,Luce,0,0,0,0,Other,2017
5858,Mackinac,0,0,0,0,Other,2017
5859,Macomb,0,68200,0,68200,Other,2017
5860,Manistee,0,28976561,0,28976561,Other,2017
5861,Marquette,0,0,0,0,Other,2017
5862,Mason,0,27514430,0,27514430,Other,2017
5863,Mecosta,0,2771915,0,2771915,Other,2017
5864,Menominee,0,0,0,0,Other,2017
5865,Midland,0,0,0,0,Other,2017
5866,Missaukee,0,3405000,0,3405000,Other,2017
5867,Monroe,0,15908673,0,15908673,Other,2017
5868,Montcalm,0,346601000,0,346601000,Other,2017
5869,Montmorency,0,0,0,0,Other,2017
5870,Muskegon,0,6014600,0,6014600,Other,2017
5871,Newaygo,0,38500,0,38500,Other,2017
5872,Oakland,0,2301717260,1169666760,3471384020,Other,2017
5873,Oceana,0,19716651,0,19716651,Other,2017
5874,Ogemaw,0,0,0,0,Other,2017
5875,Ontonagon,0,0,0,0,Other,2017
5876,Osceola,0,0,0,0,Other,2017
5877,Oscoda,0,0,0,0,Other,2017
5878,Otsego,0,0,0,0,Other,2017
5879,Ottawa,0,5510181,0,5510181,Other,2017
5880,Presque Isle,0,0,0,0,Other,2017
5881,Roscommon,0,0,0,0,Other,2017
5882,Saginaw,0,0,0,0,Other,2017
5883,Saint Clair,0,0,0,0,Other,2017
5884,Saint Joseph,0,970779487,0,970779487,Other,2017
5885,Sanilac,0,770000,0,770000,Other,2017
5886,Schoolcraft,0,0,0,0,Other,2017
5887,Shiawassee,0,95000,0,95000,Other,2017
5888,Tuscola,0,0,0,0,Other,2017
5889,Van Buren,0,12612370,0,12612370,Other,2017
5890,Washtenaw,0,128050770,4105442,132156212,Other,2017
5891,Wayne,0,0,0,0,Other,2017
5892,Wexford,0,54100,0,54100,Other,2017
5893,Alcona,0,19825106,0,19825106,Public Water Supply,2017
5894,Alger,0,148360300,0,148360300,Public Water Supply,2017
5895,Allegan,0,1671314901,0,1671314901,Public Water Supply,2017
5896,Alpena,576700000,1360281,0,578060281,Public Water Supply,2017
5897,Antrim,0,410468647,0,410468647,Public Water Supply,2017
5898,Arenac,18653610578,7326812,0,18660937390,Public Water Supply,2017
5899,Baraga,165823000,0,0,165823000,Public Water Supply,2017
5900,Barry,0,590744067,0,590744067,Public Water Supply,2017
5901,Bay,2647607467,0,0,2647607467,Public Water Supply,2017
5902,Benzie,0,247069744,0,247069744,Public Water Supply,2017
5903,Berrien,3505768000,1222828266,0,4728596266,Public Water Supply,2017
5904,Branch,0,1054963969,0,1054963969,Public Water Supply,2017
5905,Calhoun,0,4422660400,0,4422660400,Public Water Supply,2017
5906,Cass,0,444694820,0,444694820,Public Water Supply,2017
5907,Charlevoix,238606000,547315495,0,785921495,Public Water Supply,2017
5908,Cheboygan,0,275538399,0,275538399,Public Water Supply,2017
5909,Chippewa,533705000,293733979,0,827438979,Public Water Supply,2017
5910,Clare,0,379080399,0,379080399,Public Water Supply,2017
5911,Clinton,0,451510253,0,451510253,Public Water Supply,2017
5912,Crawford,0,236906510,0,236906510,Public Water Supply,2017
5913,Delta,788616000,23733258,0,812349258,Public Water Supply,2017
5914,Dickinson,0,742755240,0,742755240,Public Water Supply,2017
5915,Eaton,0,974772863,0,974772863,Public Water Supply,2017
5916,Emmet,0,1275658140,0,1275658140,Public Water Supply,2017
5917,Genesee,0,1403228857,0,1403228857,Public Water Supply,2017
5918,Gladwin,0,145398264,0,145398264,Public Water Supply,2017
5919,Gogebic,0,627847994,0,627847994,Public Water Supply,2017
5920,Grand Traverse,1892970000,585745490,0,2478715490,Public Water Supply,2017
5921,Gratiot,0,596233700,144241100,740474800,Public Water Supply,2017
5922,Hillsdale,0,739758973,0,739758973,Public Water Supply,2017
5923,Houghton,0,941045300,0,941045300,Public Water Supply,2017
5924,Huron,663650000,131297599,0,794947600,Public Water Supply,2017
5925,Ingham,0,11041309920,0,11041309920,Public Water Supply,2017
5926,Ionia,0,1525675407,0,1525675407,Public Water Supply,2017
5927,Iosco,394686666,5192153,0,399878819,Public Water Supply,2017
5928,Iron,0,400583780,0,400583780,Public Water Supply,2017
5929,Isabella,0,1084186337,0,1084186337,Public Water Supply,2017
5930,Jackson,0,4054986270,0,4054986270,Public Water Supply,2017
5931,Kalamazoo,0,9144198030,0,9144198030,Public Water Supply,2017
5932,Kalkaska,0,132501000,0,132501000,Public Water Supply,2017
5933,Kent,25025250000,3035087354,0,28060337354,Public Water Supply,2017
5934,Keweenaw,0,15740618,0,15740618,Public Water Supply,2017
5935,Lake,0,87938900,0,87938900,Public Water Supply,2017
5936,Lapeer,0,146169122,0,146169122,Public Water Supply,2017
5937,Leelanau,0,146273950,0,146273950,Public Water Supply,2017
5938,Lenawee,0,1541723940,851191000,2392914940,Public Water Supply,2017
5939,Livingston,0,2763623538,0,2763623538,Public Water Supply,2017
5940,Luce,0,132752600,0,132752600,Public Water Supply,2017
5941,Mackinac,427875000,1928799,0,429803800,Public Water Supply,2017
5942,Macomb,1085560000,395066803,0,1480626803,Public Water Supply,2017
5943,Manistee,0,513947300,0,513947300,Public Water Supply,2017
5944,Marquette,760560000,780933878,0,1541493878,Public Water Supply,2017
5945,Mason,980526000,81347000,0,1061873000,Public Water Supply,2017
5946,Mecosta,0,488541488,0,488541488,Public Water Supply,2017
5947,Menominee,294080000,46777802,0,340857802,Public Water Supply,2017
5948,Midland,0,48659846,0,48659846,Public Water Supply,2017
5949,Missaukee,0,125247400,0,125247400,Public Water Supply,2017
5950,Monroe,3530302899,1233300,0,3531536199,Public Water Supply,2017
5951,Montcalm,0,1168244500,0,1168244500,Public Water Supply,2017
